"","ID","ret","HIsim","SIsim","id"
"1","54240de1fdf99b691fb383a8",0.5,0.388888888888889,0.722222222222222,1
"2","54240de1fdf99b691fb383a8",0.5,0.388888888888889,0.611111111111111,1
"3","54240de1fdf99b691fb383a8",0.5,0.388888888888889,0.5,1
"4","54240de1fdf99b691fb383a8",0.5,0.277777777777778,0.5,1
"5","54240de1fdf99b691fb383a8",0,0.277777777777778,0.388888888888889,1
"6","54240de1fdf99b691fb383a8",0,0.277777777777778,0.388888888888889,1
"7","54240de1fdf99b691fb383a8",0.5,0.388888888888889,0.388888888888889,1
"8","54240de1fdf99b691fb383a8",0.5,0.388888888888889,0.277777777777778,1
"9","54240de1fdf99b691fb383a8",0.5,0.166666666666667,0.166666666666667,1
"10","54240de1fdf99b691fb383a8",0.5,0.277777777777778,0.166666666666667,1
"11","54240de1fdf99b691fb383a8",0,0.277777777777778,0.833333333333333,1
"12","54240de1fdf99b691fb383a8",0,0.388888888888889,0.722222222222222,1
"13","54240de1fdf99b691fb383a8",0,0.5,0.833333333333333,1
"14","54240de1fdf99b691fb383a8",0,0.388888888888889,0.722222222222222,1
"15","54240de1fdf99b691fb383a8",0,0.388888888888889,0.833333333333333,1
"16","54240de1fdf99b691fb383a8",0.5,0.388888888888889,0.5,1
"17","54240de1fdf99b691fb383a8",0,0.388888888888889,0.5,1
"18","54240de1fdf99b691fb383a8",0,0.388888888888889,0.833333333333333,1
"19","54240de1fdf99b691fb383a8",0,0.277777777777778,0.611111111111111,1
"20","54240de1fdf99b691fb383a8",0.5,0.388888888888889,0.388888888888889,1
"21","54b60d74fdf99b1ce0367ab5",0,0.5,0.722222222222222,2
"22","54b60d74fdf99b1ce0367ab5",0.5,0.388888888888889,0.722222222222222,2
"23","54b60d74fdf99b1ce0367ab5",0.5,0.388888888888889,0.611111111111111,2
"24","54b60d74fdf99b1ce0367ab5",0.5,0.5,0.611111111111111,2
"25","54b60d74fdf99b1ce0367ab5",0.5,0.5,0.611111111111111,2
"26","54b60d74fdf99b1ce0367ab5",0.5,0.388888888888889,0.5,2
"27","54b60d74fdf99b1ce0367ab5",0,0.388888888888889,0.611111111111111,2
"28","54b60d74fdf99b1ce0367ab5",0.5,0.388888888888889,0.5,2
"29","54b60d74fdf99b1ce0367ab5",0.5,0.5,0.5,2
"30","54b60d74fdf99b1ce0367ab5",0.5,0.388888888888889,0.5,2
"31","54b60d74fdf99b1ce0367ab5",0,0.388888888888889,0.5,2
"32","54b60d74fdf99b1ce0367ab5",0,0.388888888888889,0.722222222222222,2
"33","54b60d74fdf99b1ce0367ab5",0.5,0.5,0.611111111111111,2
"34","54b60d74fdf99b1ce0367ab5",0,0.388888888888889,0.611111111111111,2
"35","54b60d74fdf99b1ce0367ab5",0,0.5,0.611111111111111,2
"36","54b60d74fdf99b1ce0367ab5",0,0.388888888888889,0.722222222222222,2
"37","54b60d74fdf99b1ce0367ab5",0.5,0.611111111111111,0.611111111111111,2
"38","54b60d74fdf99b1ce0367ab5",0,0.611111111111111,0.722222222222222,2
"39","54b60d74fdf99b1ce0367ab5",0,0.5,0.722222222222222,2
"40","54b60d74fdf99b1ce0367ab5",0,0.388888888888889,0.833333333333333,2
"41","55780ee6fdf99b4cbc0aef95",0,0.277777777777778,0.944444444444444,3
"42","55780ee6fdf99b4cbc0aef95",0,0.277777777777778,0.944444444444444,3
"43","55780ee6fdf99b4cbc0aef95",0,0.277777777777778,0.944444444444444,3
"44","55780ee6fdf99b4cbc0aef95",0,0.166666666666667,0.944444444444444,3
"45","55780ee6fdf99b4cbc0aef95",0.5,0.5,0.944444444444444,3
"46","55780ee6fdf99b4cbc0aef95",0.5,0.5,0.944444444444444,3
"47","55780ee6fdf99b4cbc0aef95",0,0.388888888888889,0.944444444444444,3
"48","55780ee6fdf99b4cbc0aef95",0,0.5,0.944444444444444,3
"49","55780ee6fdf99b4cbc0aef95",0,0.277777777777778,0.944444444444444,3
"50","55780ee6fdf99b4cbc0aef95",0,0.722222222222222,0.944444444444444,3
"51","55780ee6fdf99b4cbc0aef95",0,0.277777777777778,0.944444444444444,3
"52","55780ee6fdf99b4cbc0aef95",0.5,0.388888888888889,0.944444444444444,3
"53","55780ee6fdf99b4cbc0aef95",0.5,0.277777777777778,0.944444444444444,3
"54","55780ee6fdf99b4cbc0aef95",0.5,0.277777777777778,0.944444444444444,3
"55","55780ee6fdf99b4cbc0aef95",0.5,0.277777777777778,0.944444444444444,3
"56","55780ee6fdf99b4cbc0aef95",0.5,0.0555555555555556,0.944444444444444,3
"57","55780ee6fdf99b4cbc0aef95",0,0.0555555555555556,0.944444444444444,3
"58","55780ee6fdf99b4cbc0aef95",0.5,0.277777777777778,0.944444444444444,3
"59","55780ee6fdf99b4cbc0aef95",0.5,0.166666666666667,0.944444444444444,3
"60","55780ee6fdf99b4cbc0aef95",0.5,0.5,0.611111111111111,3
"61","559cdad9fdf99b66f54b7794",0.5,0.166666666666667,0.833333333333333,4
"62","559cdad9fdf99b66f54b7794",0,0.722222222222222,0.944444444444444,4
"63","559cdad9fdf99b66f54b7794",0,0.944444444444444,0.944444444444444,4
"64","559cdad9fdf99b66f54b7794",0,0.944444444444444,0.944444444444444,4
"65","559cdad9fdf99b66f54b7794",0,0.944444444444444,0.944444444444444,4
"66","559cdad9fdf99b66f54b7794",0,0.944444444444444,0.944444444444444,4
"67","559cdad9fdf99b66f54b7794",0,0.944444444444444,0.944444444444444,4
"68","559cdad9fdf99b66f54b7794",0,0.944444444444444,0.944444444444444,4
"69","559cdad9fdf99b66f54b7794",0,0.944444444444444,0.944444444444444,4
"70","559cdad9fdf99b66f54b7794",0.5,0.944444444444444,0.944444444444444,4
"71","559cdad9fdf99b66f54b7794",0.5,0.166666666666667,0.833333333333333,4
"72","559cdad9fdf99b66f54b7794",0,0.944444444444444,0.944444444444444,4
"73","559cdad9fdf99b66f54b7794",0.5,0.944444444444444,0.944444444444444,4
